id	sym	A2058_Control_1_RNA	A2058_Control_2_RNA	A2058_Control_3_RNA	A2058_VitC_1_RNA	A2058_VitC_2_RNA	A2058_VitC_3_RNA
ENSG00000241770	RP11-555M1.3	3	1	0	0	1	3
ENSG00000241772	AC092620.2	6	9	4	4	7	5
ENSG00000241776	RP11-651J20.1	0	0	0	0	0	1
ENSG00000241777	RP11-148O7.2	0	0	0	0	0	0
ENSG00000241782	RP11-91P24.1	2	7	2	4	2	6
ENSG00000241785	RN7SL390P	2	5	0	1	3	1
ENSG00000241787	MTND4P16	1	0	0	0	2	1
ENSG00000241788	COX6B1P2	0	0	0	0	0	0
ENSG00000241789	RN7SL504P	0	3	0	0	0	0
ENSG00000241790	ENO1P4	0	0	0	0	0	0
ENSG00000241791	RN7SL817P	0	0	1	0	0	0
ENSG00000241792	RP11-501O2.1	1	0	0	1	0	0
ENSG00000241794	SPRR2A	0	0	0	1	0	2
ENSG00000241804	RP11-719N22.1	0	0	1	0	0	0
ENSG00000241807	RN7SL319P	0	0	0	0	0	0
ENSG00000241808	RPS15AP34	0	0	0	0	2	0
ENSG00000241809	CTD-2207L17.1	0	0	0	0	0	0
ENSG00000241810	HMGN2P13	0	0	0	2	0	0
ENSG00000241815	RP11-124D9.1	0	0	0	0	0	0
ENSG00000241818	RP11-1000B6.2	0	0	0	0	0	0
ENSG00000241821	RN7SL170P	0	0	0	0	0	1
ENSG00000241825	RPL7P42	0	0	1	0	2	2
ENSG00000241828	RP11-277J24.1	0	0	0	0	0	0
ENSG00000241829	RPL21P54	0	0	1	2	0	1
ENSG00000241832	CECR3	1	0	0	0	0	0
ENSG00000241834	RN7SL149P	1	0	0	0	0	0
ENSG00000241837	ATP5O	706	575	271	405	684	423
ENSG00000241838	LA16c-3G11.7	0	0	0	0	0	0
ENSG00000241839	PLEKHO2	411	240	128	292	408	252
ENSG00000241846	RP11-318G8.1	0	0	0	0	0	0
ENSG00000241852	C8orf58	348	199	136	180	288	164
ENSG00000241853	RP11-147K6.1	1	0	0	0	0	0
ENSG00000241859	ANOS2P	1	2	0	0	0	2
ENSG00000241860	RP11-34P13.13	5	1	15	1	2	0
ENSG00000241861	GAPDHP50	0	0	0	0	0	0
ENSG00000241866	RN7SL401P	0	0	0	1	0	0
ENSG00000241868	RN7SL434P	5	1	3	3	7	2
ENSG00000241869	RN7SL363P	0	0	1	0	0	0
ENSG00000241870	CTB-14A14.1	0	0	0	0	0	0
ENSG00000241874	TOMM22P6	0	0	0	1	0	0
ENSG00000241877	RP11-84H6.1	1	1	0	0	0	0
ENSG00000241878	PISD	1274	706	500	703	887	554
ENSG00000241879	KLF3P2	0	0	0	1	0	0
ENSG00000241881	U66059.58	0	0	0	0	0	0
ENSG00000241882	RP11-637O11.2	0	0	0	2	0	0
ENSG00000241884	RP11-85I21.1	0	0	1	0	1	2
ENSG00000241886	RP11-242C19.2	20	18	4	24	30	15
ENSG00000241888	RPSAP37	0	1	0	0	0	0
ENSG00000241889	RP11-435F17.3	2	3	9	1	6	6
ENSG00000241890	RPL13P4	0	0	0	0	0	0
ENSG00000241891	RP11-226P1.1	0	0	0	0	0	0
ENSG00000241899	TPT1P3	0	0	0	0	0	1
ENSG00000241905	NDUFS6P1	0	0	1	2	0	0
ENSG00000241907	RPS20P4	1	0	0	1	1	0
ENSG00000241911	TRBVB	0	0	0	0	0	0
ENSG00000241912	RP11-292E2.2	3	0	0	1	2	0
ENSG00000241913	RP5-1073F15.1	7	8	1	3	1	1
ENSG00000241917	RP11-512N21.1	3	0	0	1	0	0
ENSG00000241921	AC000370.2	1	0	2	0	2	1
ENSG00000241923	RPL14P3	10	9	9	7	8	15
ENSG00000241926	MTCO1P55	0	0	0	0	1	0
ENSG00000241929	RP11-278L15.3	4	1	1	2	0	0
ENSG00000241932	RP11-14K2.1	1	1	1	0	0	0
ENSG00000241933	RP11-755B10.3	0	6	1	1	0	0
ENSG00000241935	HOGA1	6	1	3	18	12	17
ENSG00000241939	RN7SL517P	6	5	2	1	6	3
ENSG00000241941	RPL32P26	0	0	0	0	0	0
ENSG00000241942	RPS20P20	11	1	2	0	1	3
ENSG00000241943	RN7SL188P	2	0	0	1	0	1
ENSG00000241945	PWP2	43	27	23	34	33	17
ENSG00000241946	RP11-496B10.1	1	0	0	0	1	1
ENSG00000241947	HNRNPA1P24	2	0	1	0	2	2
ENSG00000241950	RPL29P23	0	0	0	0	0	0
ENSG00000241954	RP1-149A16.17	0	0	0	0	0	0
ENSG00000241956	CTC-340A15.2	3	1	1	2	1	5
ENSG00000241959	RN7SL76P	5	2	1	1	5	5
ENSG00000241961	RP11-7F18.1	1	0	0	1	0	0
ENSG00000241962	RP11-111H13.1	7	5	2	6	7	9
ENSG00000241963	RN7SL655P	0	1	0	1	0	1
ENSG00000241964	RN7SL135P	0	0	0	1	0	0
ENSG00000241965	RPS2P25	0	0	0	0	0	0
ENSG00000241973	PI4KA	2155	1513	913	1348	1705	1027
ENSG00000241975	TCEB1P19	12	8	6	7	12	10
ENSG00000241978	AKAP2	5	8	3	5	9	4
ENSG00000241981	AF224669.3	0	0	0	0	0	0
ENSG00000241983	RN7SL566P	2	5	0	0	0	1
ENSG00000241984	RPL7AP2	0	3	0	0	0	1
ENSG00000241985	WWTR1-IT1	21	30	21	23	36	12
ENSG00000241990	PRR34-AS1	102	85	67	50	89	49
ENSG00000241991	RP11-95I19.2	0	0	1	0	0	1
ENSG00000241992	RN7SL831P	0	0	0	0	0	0
ENSG00000241993	RPL38P1	0	0	0	0	0	0
ENSG00000241997	RN7SL323P	0	0	0	0	0	0
ENSG00000242001	GS1-388B5.1	0	0	0	0	0	0
ENSG00000242009	RP11-359D24.1	0	0	0	1	0	2
ENSG00000242012	RP11-338L18.1	1	0	0	0	1	1
ENSG00000242014	RN7SL26P	0	0	0	0	0	0
ENSG00000242017	ALG1L15P	5	1	2	2	3	3
ENSG00000242019	KIR3DL3	0	0	0	0	0	0
ENSG00000242020	RN7SL68P	9	6	8	3	1	4
ENSG00000242021	RP11-268G12.3	1	0	0	0	3	1
ENSG00000242028	HYPK	73	67	34	33	62	44
ENSG00000242029	RP11-457K10.1	0	0	0	2	0	0
ENSG00000242034	RP11-1396O13.1	0	0	0	0	0	3
ENSG00000242036	RP11-603B13.1	2	0	0	0	0	0
ENSG00000242041	RP11-70F11.2	0	0	0	0	0	0
ENSG00000242042	RP11-690C23.2	1	0	0	0	0	2
ENSG00000242048	RP13-452N2.1	0	0	0	1	0	0
ENSG00000242049	DNAJB8-AS1	0	0	0	1	0	0
ENSG00000242052	RP11-190C22.1	2	0	0	0	1	0
ENSG00000242058	RPS4XP19	3	0	1	3	0	1
ENSG00000242060	RPS3AP49	25	18	6	16	14	17
ENSG00000242061	CTD-2555K7.1	2	0	0	1	0	2
ENSG00000242062	MARK2P6	0	0	0	0	0	0
ENSG00000242065	RN7SL291P	0	0	0	0	0	0
ENSG00000242066	RN7SL214P	1	0	0	0	0	0
ENSG00000242067	RPL9P28	1	0	2	2	0	0
ENSG00000242068	RP11-259P15.4	0	1	0	0	2	0
ENSG00000242070	NPM1P17	1	0	0	0	0	2
ENSG00000242071	RPL7AP6	318	179	115	186	256	207
ENSG00000242072	RP11-458K10.1	1	2	0	0	2	0
ENSG00000242073	AC006014.7	0	0	0	0	0	0
ENSG00000242076	IGKV1-33	0	0	0	0	0	0
ENSG00000242078	RP11-738B7.1	0	0	0	0	0	0
ENSG00000242079	RN7SL318P	0	0	0	0	0	1
ENSG00000242080	CTC-550M4.1	1	0	0	0	0	0
ENSG00000242082	RP1-90G24.10	1	0	0	1	1	3
ENSG00000242083	RPL7AP31	1	0	0	0	0	1
ENSG00000242085	RPS20P33	3	2	2	1	4	2
ENSG00000242086	LINC00969	39	26	18	19	24	22
ENSG00000242087	RPL36AP41	0	2	0	1	1	0
ENSG00000242088	AC090602.2	1	2	0	1	1	3
ENSG00000242094	FOXP1-IT1	0	0	0	2	2	2
ENSG00000242097	RP11-64D22.1	1	2	1	0	2	7
ENSG00000242100	RPL9P32	2	0	1	0	2	2
ENSG00000242101	RN7SL416P	1	0	0	0	1	0
ENSG00000242102	RN7SL152P	0	0	0	0	0	0
ENSG00000242103	RP11-10G15.4	0	0	0	0	0	0
ENSG00000242104	RP11-340E6.1	4	3	2	2	12	4
ENSG00000242107	LINC01100	0	0	0	0	0	0
ENSG00000242109	NPM1P23	0	0	0	0	0	0
ENSG00000242110	AMACR	184	133	101	106	115	142
ENSG00000242111	TOPORSLP1	3	3	0	5	3	0
ENSG00000242113	RN7SL124P	3	4	0	0	2	0
ENSG00000242114	MTFP1	13	10	6	5	11	5
ENSG00000242118	RN7SL201P	0	0	2	0	1	0
ENSG00000242119	RP11-312P21.2	0	0	0	0	0	0
ENSG00000242120	RP11-231I13.2	0	1	0	0	0	0
ENSG00000242121	RN7SL267P	1	0	0	0	0	1
ENSG00000242123	RP11-51L5.1	0	0	0	1	0	0
ENSG00000242125	SNHG3	2152	1397	870	1221	1742	1132
ENSG00000242134	RPL5P13	23	15	9	9	11	13
ENSG00000242135	RPL17P2	0	0	0	0	0	0
ENSG00000242136	RP11-734K21.2	0	0	0	0	0	0
ENSG00000242137	RPL11P5	0	0	0	0	0	0
ENSG00000242140	RP11-262M14.2	4	2	0	2	1	1
ENSG00000242142	SERBP1P3	1	1	0	0	1	0
ENSG00000242145	RP11-520D19.1	0	0	0	0	0	0
ENSG00000242147	RP13-463N16.6	56	29	20	29	38	29
ENSG00000242151	DYNLL1P5	0	0	0	0	0	1
ENSG00000242152	RP11-639F1.3	1	1	1	0	0	1
ENSG00000242153	OFD1P6Y	0	0	0	0	2	0
ENSG00000242154	RP4-778K6.3	0	1	0	1	2	3
ENSG00000242156	AC000041.8	0	0	0	0	0	0
ENSG00000242158	RN7SL361P	0	1	0	0	0	0
ENSG00000242159	ABCF2P1	1	2	0	0	4	6
ENSG00000242162	RP11-128A6.3	1	0	1	0	2	0
ENSG00000242163	RP11-299L17.1	0	0	0	0	0	0
ENSG00000242165	RN7SL222P	0	0	0	0	0	0
ENSG00000242169	RP11-219G10.1	0	0	0	0	0	0
ENSG00000242170	RN7SL329P	7	13	10	7	14	19
ENSG00000242173	ARHGDIG	9	4	4	1	4	2
ENSG00000242175	RN7SL127P	10	4	6	3	4	3
ENSG00000242176	RPL39P31	0	0	0	0	0	0
ENSG00000242178	MTND4P17	0	0	1	0	0	1
ENSG00000242182	RN7SL745P	5	2	3	4	6	1
ENSG00000242186	AC002523.1	0	0	0	0	0	0
ENSG00000242190	RP11-142L1.1	0	0	0	0	0	1
ENSG00000242193	RP11-568K15.1	873	502	370	606	709	461
ENSG00000242195	SRRM1P2	0	0	0	1	0	1
ENSG00000242197	RP11-588L15.1	0	3	0	0	0	0
ENSG00000242198	CTD-2235C13.1	0	0	1	0	0	0
ENSG00000242199	RP11-71H17.1	0	0	0	0	0	0
ENSG00000242201	RN7SL215P	0	0	0	0	0	0
ENSG00000242206	RPS26P35	2	5	2	3	4	3
ENSG00000242207	HOXB-AS4	3	0	0	0	0	0
ENSG00000242208	RPL5P29	0	0	0	0	0	0
ENSG00000242209	AC006445.6	0	0	0	0	1	0
ENSG00000242214	MTND3P6	1	0	0	0	0	0
ENSG00000242216	RN7SL97P	0	0	0	0	0	0
ENSG00000242220	TCP10L	9	6	0	5	8	5
ENSG00000242221	PSG2	1	0	1	3	1	2
ENSG00000242222	RP11-237P21.1	0	0	0	0	0	0
ENSG00000242229	RPS3AP14	0	0	0	0	0	0
ENSG00000242236	RN7SL594P	0	0	0	0	1	0
ENSG00000242241	RN7SL306P	0	0	0	0	0	0
ENSG00000242242	PVRL3-AS1	5	5	3	7	3	3
ENSG00000242244	ATP5G1P3	1	0	0	0	0	0
ENSG00000242246	RP11-331O9.2	0	0	0	0	0	0
ENSG00000242247	ARFGAP3	3415	2346	1368	2654	3227	2136
ENSG00000242248	RPL7AP57	0	0	0	0	0	0
ENSG00000242251	RN7SL20P	2	0	1	1	4	1
ENSG00000242252	BGLAP	1	0	0	1	0	0
ENSG00000242255	RPL39P34	0	0	0	0	0	0
ENSG00000242256	RN7SL57P	4	6	1	1	3	1
ENSG00000242258	LINC00996	2	3	1	1	0	0
ENSG00000242259	C22orf39	566	412	220	377	450	293
ENSG00000242261	RP11-62J1.3	1	0	1	2	6	0
ENSG00000242262	RP11-100N21.1	3	2	3	5	5	6
ENSG00000242265	PEG10	71178	47385	27989	24111	29041	15991
ENSG00000242266	RN7SL456P	0	0	0	1	0	0
ENSG00000242267	SKINT1L	0	0	0	1	2	0
ENSG00000242268	RP11-368I23.2	0	1	0	0	0	1
ENSG00000242272	AK2P2	0	0	0	0	0	0
ENSG00000242276	RPL5P3	3	3	3	3	3	4
ENSG00000242278	RP11-382N13.1	0	0	0	1	0	1
ENSG00000242279	RP11-659G9.1	0	0	0	0	0	0
ENSG00000242280	SLC16A1P1	4	0	0	0	0	0
ENSG00000242281	RN7SL159P	0	0	0	0	0	0
ENSG00000242282	AC108488.4	46	31	16	30	34	20
ENSG00000242285	RPL6P8	0	0	4	1	1	0
ENSG00000242288	RP11-464F9.1	0	0	0	0	0	0
ENSG00000242290	RP11-197K3.1	0	0	1	1	3	5
ENSG00000242291	RPL36AP51	0	0	0	0	0	0
ENSG00000242292	CTD-2282P23.1	0	1	0	0	0	0
ENSG00000242293	RP11-226F19.1	0	0	0	0	0	0
ENSG00000242294	STAG3L5P	546	387	228	329	395	217
ENSG00000242295	RP11-522B15.1	0	0	0	0	0	0
ENSG00000242296	DEFB109P1	0	0	0	0	0	0
ENSG00000242299	RP11-234A1.1	232	228	105	171	247	239
ENSG00000242307	RPS26P52	0	1	0	0	0	0
ENSG00000242308	RP11-572C15.3	0	0	0	1	0	0
ENSG00000242314	RPL12P32	1	1	0	1	0	2
ENSG00000242315	RN7SL685P	0	0	0	0	0	1
ENSG00000242317	RP11-875H7.5	0	0	0	0	0	1
ENSG00000242318	RP11-810D13.1	16	8	10	8	4	8
ENSG00000242320	RPL21P126	0	0	0	0	0	0
ENSG00000242321	RPL23AP40	0	0	0	0	0	0
ENSG00000242324	RP4-576H24.2	0	1	0	0	0	0
ENSG00000242325	RPS12P31	0	1	0	0	0	0
ENSG00000242326	RP11-12N13.2	0	0	0	2	0	1
ENSG00000242327	CTD-2184D3.1	0	1	2	0	0	0
ENSG00000242329	RP11-59H1.1	0	0	0	0	0	0
ENSG00000242330	RN7SL683P	5	4	1	3	13	2
ENSG00000242337	TFP1	10	3	3	1	9	3
ENSG00000242338	BMS1P4	61	50	18	46	64	23
ENSG00000242339	RP11-735B13.2	0	0	0	0	0	0
ENSG00000242341	RN7SL646P	0	0	0	0	0	0
ENSG00000242348	RN7SL561P	0	0	0	0	0	0
ENSG00000242352	FAM91A3P	15	8	2	10	10	8
ENSG00000242353	RPL12P30	0	1	0	0	0	0
ENSG00000242358	RPS21P4	1	1	0	1	0	2
ENSG00000242360	RN7SL272P	0	1	0	0	0	0
ENSG00000242362	CT47A2	0	0	0	0	0	0
ENSG00000242364	RP11-451J24.1	0	0	0	0	0	0
ENSG00000242365	NDUFA5P5	1	0	0	0	0	1
ENSG00000242366	UGT1A8	0	2	1	0	0	0
ENSG00000242370	KCNAB1-AS1	0	0	0	1	0	0
ENSG00000242371	IGKV1-39	0	0	0	0	0	0
ENSG00000242372	EIF6	686	418	317	423	618	448
ENSG00000242375	RP11-498P14.3	21	21	7	17	24	7
ENSG00000242381	RN7SL741P	0	0	0	0	0	0
ENSG00000242385	LINC00901	0	0	0	2	0	1
ENSG00000242387	HIST1H2APS2	0	0	0	0	0	0
ENSG00000242389	RBMY1E	0	0	2	0	0	0
ENSG00000242390	RPL6P9	1	1	0	1	5	1
ENSG00000242391	RP4-631H13.2	0	0	0	0	0	0
ENSG00000242393	AC010141.4	0	0	0	0	0	0
ENSG00000242396	RP11-67L3.5	39	38	30	29	35	29
ENSG00000242398	RN7SL800P	0	0	0	0	0	0
ENSG00000242399	RPS20P23	0	1	0	0	0	0
ENSG00000242405	RP11-267J23.1	0	0	0	0	0	0
ENSG00000242407	CTD-2377D24.4	0	0	0	0	0	1
ENSG00000242411	CTD-2086L14.1	0	0	0	0	0	0
ENSG00000242412	DBIL5P2	3	5	0	2	6	1
ENSG00000242417	RP11-286B5.1	0	0	0	0	0	1
ENSG00000242419	PCDHGC4	23	10	16	8	28	13
ENSG00000242423	RPL12P36	0	0	0	1	0	0
ENSG00000242428	C3orf67-AS1	1	1	0	0	1	0
ENSG00000242430	RN7SL274P	0	0	0	0	0	0
ENSG00000242431	RP11-731J8.1	1	3	0	0	0	0
ENSG00000242435	UPK3BP1	0	0	0	1	2	0
ENSG00000242436	RN7SL789P	0	0	0	0	0	0
ENSG00000242439	CTD-2349P21.1	0	0	0	0	0	0
ENSG00000242440	RP11-501O2.5	2	1	0	3	0	1
ENSG00000242441	GTF2A1L	0	2	0	1	0	0
ENSG00000242444	RP11-320N7.1	0	0	0	0	0	3
ENSG00000242445	RPL7AP11	36	36	22	24	61	57
ENSG00000242456	MTCO3P38	1	0	0	1	0	1
ENSG00000242457	RBBP4P2	15	19	6	21	23	21
ENSG00000242461	RPS15AP32	0	0	0	0	0	0
ENSG00000242472	IGHJ5	0	0	0	0	0	0
ENSG00000242473	KIR2DP1	0	0	0	0	0	0
ENSG00000242474	AC093627.9	12	9	3	4	3	2
ENSG00000242477	CTD-2161E19.1	6	3	2	1	3	1
ENSG00000242479	RP11-383G6.4	1	2	3	2	5	5
ENSG00000242482	RN7SL392P	0	0	0	0	0	0
ENSG00000242483	RN7SL293P	0	0	0	1	0	0
ENSG00000242485	MRPL20	3392	2152	1422	2066	2615	1810
ENSG00000242488	RP11-270M14.1	1	0	0	0	0	0
ENSG00000242493	RN7SL37P	9	12	0	4	10	4
ENSG00000242498	ARPIN	1024	775	446	745	967	585
ENSG00000242507	RP3-477O4.5	0	0	0	0	0	0
ENSG00000242509	RN7SL156P	0	0	0	0	0	0
ENSG00000242510	NDUFB4P1	0	0	0	0	0	0
ENSG00000242512	LINC01206	2	1	1	6	10	14
ENSG00000242515	UGT1A10	0	0	0	0	0	0
ENSG00000242516	LINC00960	139	103	52	76	114	82
ENSG00000242520	MAGEA5	0	0	0	0	0	0
ENSG00000242522	KLHL6-AS1	0	0	0	1	0	2
ENSG00000242524	OR2U2P	0	0	0	0	0	0
ENSG00000242525	OR7E100P	3	6	3	2	2	2
ENSG00000242527	RP11-159H22.1	1	1	0	0	0	0
ENSG00000242529	AHCYP8	0	0	0	0	0	0
ENSG00000242531	RP11-299J3.6	1	0	1	2	0	2
ENSG00000242534	IGKV2D-28	0	0	0	0	0	0
ENSG00000242536	RP11-290K4.2	2	1	3	0	2	0
ENSG00000242537	MRE11B	0	0	0	0	2	3
ENSG00000242539	AC007620.3	40	44	27	23	57	44
ENSG00000242540	AC010729.1	0	0	0	1	1	0
ENSG00000242545	RP11-719N22.2	1	0	0	0	0	0
ENSG00000242547	RN7SL169P	0	2	0	1	2	1
ENSG00000242550	SERPINB10	3	1	0	0	2	3
ENSG00000242551	POU5F1P6	0	1	0	1	0	0
ENSG00000242552	MRPL42P4	0	0	0	0	0	0
ENSG00000242553	AP001432.14	1	0	0	1	0	0
ENSG00000242559	RN7SL144P	0	0	0	0	2	0
ENSG00000242560	RN7SL797P	0	0	0	0	0	0
ENSG00000242561	ATP5LP5	0	0	0	0	0	1
ENSG00000242562	DCAF13P1	6	17	6	14	17	27
ENSG00000242565	RN7SL372P	0	0	0	0	0	0
ENSG00000242568	RP11-875H7.1	0	2	0	0	0	0
ENSG00000242571	RPL21P11	1	2	0	0	5	2
ENSG00000242573	ACTR3P3	0	0	0	0	1	1
ENSG00000242574	HLA-DMB	112	53	48	90	127	60
ENSG00000242575	AC012501.3	9	1	2	2	1	3
ENSG00000242578	RP11-469J4.3	6	2	2	2	2	1
ENSG00000242580	IGKV1D-43	0	0	0	0	0	0
ENSG00000242583	RP11-379K17.9	1	0	0	0	0	0
ENSG00000242586	RP11-481N16.1	0	0	0	0	0	0
ENSG00000242588	RP11-274B21.14	22	10	10	13	22	6
ENSG00000242590	RP11-54O7.14	0	0	0	0	0	0
ENSG00000242593	RP5-921G16.1	4	3	1	3	8	14
ENSG00000242595	RP11-648L3.1	0	0	0	0	0	1
ENSG00000242598	MED28P8	0	0	0	0	0	0
ENSG00000242599	CSAG4	47	28	19	25	44	23
ENSG00000242600	MBL1P	4	0	1	0	1	4
ENSG00000242602	CTD-2339M3.1	1	1	0	1	0	1
ENSG00000242607	RPS3AP34	1	0	0	1	0	0
ENSG00000242608	RPS23P5	0	0	0	0	1	0
ENSG00000242609	RP11-398A8.1	0	0	0	0	0	0
ENSG00000242610	OR5BH1P	0	0	0	0	0	0
ENSG00000242611	AC093627.8	0	0	0	0	0	0
ENSG00000242612	DECR2	129	74	44	65	100	61
ENSG00000242613	RP11-174O3.4	0	0	0	0	0	0
ENSG00000242614	RN7SL164P	0	0	0	0	0	0
ENSG00000242615	CTC-359D24.3	11	10	8	14	11	13
ENSG00000242616	GNG10	0	1	0	0	0	1
ENSG00000242618	RP11-433A10.2	0	0	0	1	0	0
ENSG00000242622	RP11-18H7.1	96	52	34	54	85	57
ENSG00000242628	AC009228.1	2	0	0	1	7	0
ENSG00000242634	RPS24P16	1	0	0	0	0	0
ENSG00000242635	RPS14P7	0	0	0	2	0	0
ENSG00000242636	RPL21P129	1	1	0	0	0	0
ENSG00000242638	RN7SL294P	0	0	0	0	0	0
ENSG00000242640	RP11-302F12.1	0	0	0	0	0	0
ENSG00000242641	LINC00971	5	2	2	1	6	9
ENSG00000242650	RN7SL292P	0	0	0	0	0	0
ENSG00000242651	RN7SL862P	0	0	0	0	0	0
ENSG00000242653	RN7SL132P	0	0	0	0	0	0
ENSG00000242654	RPL32P14	2	1	0	1	0	3
ENSG00000242657	RN7SL581P	1	0	0	1	0	0
ENSG00000242659	RP11-271C24.2	4	6	3	3	2	5
ENSG00000242660	RP11-1094M14.1	7	6	1	7	14	5
ENSG00000242661	RPS3AP43	1	0	1	2	0	1
ENSG00000242667	RP11-745A24.2	0	1	0	0	1	0
ENSG00000242668	RN7SL317P	0	0	0	0	0	1
ENSG00000242670	RP11-601I15.1	0	0	0	0	0	1
ENSG00000242671	RP11-232M24.1	0	0	0	1	0	3
ENSG00000242673	RN7SL167P	0	0	0	0	0	0
ENSG00000242675	RPS16P9	0	0	0	0	0	0
ENSG00000242683	RPL12P21	1	0	1	5	1	1
ENSG00000242686	RP11-1191J2.2	0	1	0	0	1	0
ENSG00000242688	RN7SL304P	0	0	0	0	0	0
ENSG00000242689	CNTF	88	76	36	88	91	50
ENSG00000242692	RPS27AP1	8	1	0	4	3	19
ENSG00000242696	RN7SL40P	0	1	1	0	2	4
ENSG00000242697	RPL5P12	132	127	56	99	82	97
ENSG00000242699	RN7SL516P	1	0	0	0	0	0
ENSG00000242703	CCT4P1	0	1	0	3	2	1
ENSG00000242705	ICE2P2	0	1	1	0	0	4
ENSG00000242706	CTD-2015H6.2	1	0	0	1	0	0
ENSG00000242707	RN7SL362P	12	7	3	3	3	2
ENSG00000242709	RPL30P9	1	0	0	0	0	0
ENSG00000242715	CCDC169	237	173	88	170	259	122
ENSG00000242719	RN7SL806P	1	0	0	0	0	0
ENSG00000242727	RP11-123J14.1	0	0	0	1	0	0
ENSG00000242728	UQCRHP4	15	19	3	19	17	8
ENSG00000242729	RP11-124G5.1	0	0	0	0	0	1
ENSG00000242731	FAM86LP	2	0	0	0	0	0
ENSG00000242732	RGAG4	0	0	1	0	0	1
ENSG00000242735	RPSAP26	0	0	0	0	0	0
ENSG00000242736	TRBV1	0	0	0	0	0	0
ENSG00000242737	RP11-562A8.1	4	8	4	9	1	4
ENSG00000242741	RP11-20B7.1	2	0	0	1	4	2
ENSG00000242747	RP11-30K9.1	1	0	0	2	1	3
ENSG00000242748	RPL23AP81	2	0	2	3	5	2
ENSG00000242752	NMTRQ-TTG12-1	1	0	0	0	0	0
ENSG00000242753	RP11-716O23.2	2	1	0	0	2	0
ENSG00000242756	RHOT1P3	0	0	0	0	0	0
ENSG00000242757	CTD-2090I13.3	0	0	0	0	0	0
ENSG00000242759	LINC00882	13	10	6	8	9	9
ENSG00000242764	RN7SL824P	0	0	0	0	0	0
ENSG00000242766	IGKV1D-17	1	0	0	0	0	0
ENSG00000242767	ZBTB20-AS4	2	4	0	0	5	0
ENSG00000242768	RP11-556G22.1	0	0	0	0	0	0
ENSG00000242769	RN7SL432P	0	0	0	0	1	0
ENSG00000242770	RP11-180K7.1	0	0	0	1	2	0
ENSG00000242771	TRBV5-2	0	0	0	0	0	0
ENSG00000242775	RP11-875H7.2	0	0	0	0	0	0
ENSG00000242779	ZNF702P	3	2	3	1	2	0
ENSG00000242781	RP11-47P18.2	2	1	0	0	2	0
ENSG00000242790	RP11-451G4.3	1	0	0	0	0	1
ENSG00000242791	RP11-651P23.5	1	11	2	6	0	1
ENSG00000242793	AC135999.2	0	0	0	0	0	0
ENSG00000242794	RN7SL299P	0	0	0	1	0	1
ENSG00000242795	RP11-3K16.2	0	3	0	0	0	1
ENSG00000242797	GLYCTK-AS1	0	0	0	1	0	1
ENSG00000242798	RP11-506M12.1	40	21	25	25	47	16
ENSG00000242802	AP5Z1	414	214	120	228	337	257
ENSG00000242807	RPL26P31	0	0	0	0	0	0
ENSG00000242808	SOX2-OT	21	6	13	63	58	40
ENSG00000242810	MRPL42P6	1	0	0	0	1	0
ENSG00000242811	RN7SL229P	1	0	0	0	1	0
ENSG00000242814	RP11-436H11.1	0	0	0	1	1	0
ENSG00000242816	RP11-768G7.3	0	0	0	0	0	0
ENSG00000242818	RN7SL846P	17	18	6	15	24	11
ENSG00000242828	RP11-47P18.1	0	0	2	0	1	0
ENSG00000242829	RPS26P21	2	1	3	0	4	0
ENSG00000242834	RPL7AP56	0	2	0	1	0	0
ENSG00000242836	MTCO3P35	1	0	0	0	0	0
ENSG00000242837	RPL21P13	0	0	0	0	0	0
ENSG00000242841	KRT8P35	0	0	1	0	0	1
ENSG00000242849	ALDOAP1	0	0	0	1	0	4
ENSG00000242850	RPL23AP68	1	0	0	2	0	0
ENSG00000242852	ZNF709	3	0	0	0	0	0
ENSG00000242853	RN7SL749P	5	6	3	3	3	0
ENSG00000242854	DNM1P24	0	0	0	0	0	0
ENSG00000242855	RN7SL496P	0	0	0	0	0	0
ENSG00000242856	VN1R105P	0	0	0	0	0	0
ENSG00000242858	CTC-484M2.1	2	4	0	0	2	0
ENSG00000242860	RN7SL180P	0	0	0	1	0	0
ENSG00000242861	RP11-285F7.2	52	19	13	29	34	16
ENSG00000242863	RN7SL677P	0	0	0	0	1	0
ENSG00000242865	RN7SL244P	0	0	0	0	0	0
ENSG00000242866	STRC	1	2	0	3	1	4
ENSG00000242875	RBMY1B	0	0	0	0	0	0
ENSG00000242876	RN7SL812P	1	2	0	1	4	1
ENSG00000242880	RP11-190P13.2	4	3	1	1	1	4
ENSG00000242882	RPL5P11	0	1	0	2	5	4
ENSG00000242887	IGHJ3	0	0	0	0	0	0
ENSG00000242888	RP11-436M15.1	0	0	0	0	0	0
ENSG00000242889	RN7SL449P	2	8	3	6	3	4
ENSG00000242893	RN7SL413P	0	0	0	0	0	0
ENSG00000242894	RN7SL634P	5	4	1	4	11	6
ENSG00000242899	RPL7P16	2	4	1	2	1	5
ENSG00000242902	RP11-309L24.2	0	0	0	0	0	1
ENSG00000242908	AADACL2-AS1	1	2	0	1	1	0
ENSG00000242911	RP11-118N24.2	0	0	0	0	2	0
ENSG00000242912	RN7SL384P	0	0	0	0	0	0
ENSG00000242915	SNRPGP7	0	0	0	0	0	0
ENSG00000242922	RPL21P104	1	0	0	0	1	2
