id	sym	NKX2_positive_1	NKX2_positive_2	NKX2_positive_3	NKX2_negative_1	NKX2_negative_2	NKX2_negative_3
ENSMUSG00000073791	Efcab7	130	110	145	76	63	20
ENSMUSG00000073792	Alg6	185.71	209.18	275.81	279.37	283.16	73.76
ENSMUSG00000073794	I0C0044D17Rik	2.1	2.98	5	0	0	0
ENSMUSG00000073795	6430531B16Rik	6	1	3	1	4.98	0
ENSMUSG00000073797	Gm12650	0	0	0	0	0	0
ENSMUSG00000073802	Cdkn2b	375	230	211	533	572	93
ENSMUSG00000073803	4930544L04Rik	2	0	0	0	0	0
ENSMUSG00000073804	Nps	3	0	2	0	1	0
ENSMUSG00000073805	Fam196a	0	0	0	0	0	2
ENSMUSG00000073807	Gm10581	0	0	0	0.35	0	0
ENSMUSG00000073809	Gm10583	0	0	0	0	0	0
ENSMUSG00000073811	Ifna12	0	0	0	0	0	1
ENSMUSG00000073821	8030451A03Rik	2	1	1	0	0	2.04
ENSMUSG00000073830	Mup14	0	0	0	46.08	71.71	26.11
ENSMUSG00000073834	Mup11	0	0	0	8.59	7.19	2.87
ENSMUSG00000073835	Mup-ps12	0	0	0	0	0	0
ENSMUSG00000073838	Tufm	713.9	362	458	1038.61	1121	190
ENSMUSG00000073840	Mup-ps2	0	0	0	0	0	0
ENSMUSG00000073842	Mup7	0	0	0	0	3.34	0
ENSMUSG00000073843	Gm12542	0	1.7	0.79	1.29	0.42	1.8
ENSMUSG00000073844	Gm21957	0	0	0	0	0	0
ENSMUSG00000073846	Gm12526	0	0	0	0	0	0
ENSMUSG00000073856	Iqck	73	49	51	6	9	6
ENSMUSG00000073860	Gm829	0	0	0	0	0	0
ENSMUSG00000073862	Gm5600	0	0	0	0	0	0
ENSMUSG00000073867	AA474408	33.38	39.5	39.33	43.15	26.53	13.31
ENSMUSG00000073876	Gm13305	0	0	0	0	0	0
ENSMUSG00000073877	Gm13306	0	0	0	0	0	0
ENSMUSG00000073878	Gm13304	182.86	5.73	5.91	5.11	1.21	0
ENSMUSG00000073879	Gm5859	0	0	0	0	0	0
ENSMUSG00000073888	Ccl27a	31.74	46.29	76.64	37.42	37.18	6.56
ENSMUSG00000073889	Il11ra1	608	374	463	279	266	55
ENSMUSG00000073893	Olfr472	0	0	0	0	0	0
ENSMUSG00000073894	Rbmxl2	1	2	0	0	0	0
ENSMUSG00000073896	Olfr716	0	0	0	0	0	0
ENSMUSG00000073897	Olfr17	0	0	0	0	0	0
ENSMUSG00000073898	Olfr713	0	0	0	0	0	0
ENSMUSG00000073899	Olfr1532-ps1	0	0	0	0	0	0
ENSMUSG00000073900	Olfr704	0	0	0	0	0	0
ENSMUSG00000073901	Olfr703	0	0	0	0	0	0
ENSMUSG00000073902	Gm1966	586.84	62.93	42.04	29.9	6.99	1.16
ENSMUSG00000073906	Olfr692	0	0	0	0	0	0
ENSMUSG00000073907	Olfr689	0	0	0	0	0	0
ENSMUSG00000073908	Olfr687	1	0	0	0	0	0
ENSMUSG00000073909	Olfr688	0	0	0	0	0	0
ENSMUSG00000073910	Mob3b	1051.73	926.92	946.9	603.66	566.3	118.81
ENSMUSG00000073913	Olfr678	0	0	0	0	0	0
ENSMUSG00000073914	Olfr677	0	0	0	0	0	0
ENSMUSG00000073915	Olfr676	0	0	0	0	0	0
ENSMUSG00000073916	Olfr669	0	0	0	0	0	0
ENSMUSG00000073917	Olfr665	0	0	0	0	0	0
ENSMUSG00000073920	Olfr661	0	0	0	0	0	0
ENSMUSG00000073922	Olfr659	0	0	0	0	0	0
ENSMUSG00000073923	Olfr657	0	0	0	0	0	0
ENSMUSG00000073924	Olfr656	0	0	0	0	0	0
ENSMUSG00000073925	Olfr654	0	0	0	0	0	0
ENSMUSG00000073926	Olfr653	0	0	0	0	0	0
ENSMUSG00000073927	Olfr652	0	0	0	1	0	1
ENSMUSG00000073928	Olfr651	0	0	0	0	0	0
ENSMUSG00000073929	Trim30e-ps1	1	0	1	0	0	1
ENSMUSG00000073931	Olfr646	0	0	0	0	0	0
ENSMUSG00000073932	Olfr641	0	0	0	0	0	0
ENSMUSG00000073937	Olfr633	0	0	0	0	0	0
ENSMUSG00000073938	Olfr632	0	0	0	0	0	0
ENSMUSG00000073940	Hbb-bt	352.68	42.65	219.22	83.47	0	9.02
ENSMUSG00000073943	Olfr625-ps1	0	0	0	0	0	0
ENSMUSG00000073944	Olfr619	0	0	0	0	0	0
ENSMUSG00000073945	Olfr618	0	0	0	0	0	1
ENSMUSG00000073946	Olfr617	0	0	0	0	0	0
ENSMUSG00000073947	Olfr615	0	0	0	0	0	0
ENSMUSG00000073948	Olfr608	0	0	0	0	0	0
ENSMUSG00000073949	Olfr606	0	0	0	0	0	0
ENSMUSG00000073950	Olfr599	0	0	0	0	0	1
ENSMUSG00000073951	Olfr598	0	0	0	0	0	1
ENSMUSG00000073952	Olfr597	0	0	0	0	0	0
ENSMUSG00000073953	Olfr596	0	0	0	0	0	0
ENSMUSG00000073954	Olfr594	0	0	0	0	0	1
ENSMUSG00000073955	Olfr593	0	0	0	0	0	0
ENSMUSG00000073956	Olfr592	0	0	0	0	0	1
ENSMUSG00000073959	Olfr584	0	0	0	0	0	0
ENSMUSG00000073960	Olfr583	0	0	0	0	0	0
ENSMUSG00000073961	Olfr582	0	0	0	0	0	0
ENSMUSG00000073962	Olfr576	0	0	0	0	0	0
ENSMUSG00000073963	Olfr572	0	0	0	0	0	0
ENSMUSG00000073964	Olfr570	0	0	0	0	0	0
ENSMUSG00000073965	Olfr568	0	0	0	0	0	0
ENSMUSG00000073966	Olfr561	0	0	0	0	0	0
ENSMUSG00000073967	Olfr557	0	0	0	0	0	0
ENSMUSG00000073968	Trim68	217	203	231	165	162	28
ENSMUSG00000073969	Olfr556	0	0	0	0	0	0
ENSMUSG00000073970	Olfr555	0	0	0	0	0	0
ENSMUSG00000073971	Olfr554	0	0	0	0	0	1
ENSMUSG00000073972	Olfr553	0	0	0	0	0	0
ENSMUSG00000073973	Olfr552	0	0	0	0	0	1
ENSMUSG00000073974	Olfr551	0	0	0	0	0	0
ENSMUSG00000073975	Olfr550	3	0	3	0	0	0
ENSMUSG00000073976	1700026J12Rik	0	0	0	0	0	0
ENSMUSG00000073977	Olfr549	0	0	0	0	0	0
ENSMUSG00000073978	Olfr548-ps1	0	0	0	0	0	0
ENSMUSG00000073979	Olfr547	1	0	0	0	0	0
ENSMUSG00000073980	Gm9574	0	0	0	0	0	0
ENSMUSG00000073982	Rhog	324	95	103	219.98	178	35
ENSMUSG00000073985	Gm10602	1	0	0	0	1	0
ENSMUSG00000073987	Ggh	479.99	242	191	536	546	125
ENSMUSG00000073988	Ttpa	23	96	28	42	41	15
ENSMUSG00000073991	Cnbd1	0	0	0	0	0	0
ENSMUSG00000073995	Gm10604	0	0	0	0.96	0	0
ENSMUSG00000073997	Olfr521	0	0	0	0	0	0
ENSMUSG00000073998	Olfr520	0	0	0	0	0	0
ENSMUSG00000074001	Klhl40	2	4	4	0	2	1
ENSMUSG00000074003	Gucy2d	0	0	0	0	0	1
ENSMUSG00000074004	B3gnt6	25	18	9	6	5	0
ENSMUSG00000074006	Omp	9	8	8	139	138	16
ENSMUSG00000074011	Gm7682	0	0	0	0	0	0
ENSMUSG00000074024	4632427E13Rik	269.21	705.72	731.87	400.27	421.15	100.88
ENSMUSG00000074026	Gm6091	0	0	0	0	0	0
ENSMUSG00000074028	Slc22a13	3.84	3.96	4.25	3.65	1.4	1
ENSMUSG00000074029	Gm10608	0	0	2.12	1.08	5.09	1.11
ENSMUSG00000074030	Exoc8	1015.52	905.12	932.62	589.12	586.51	155.82
ENSMUSG00000074034	Gm5921	0	1.53	0	0	0	0
ENSMUSG00000074037	Mc1r	22.91	19.55	15.74	6.81	4.82	2.16
ENSMUSG00000074039	4930520O04Rik	80.92	85.64	56.36	48.81	26.36	14.67
ENSMUSG00000074052	BC048644	4	3	1	0	1	1
ENSMUSG00000074059	Fbxw18	0	0	0	0	0	1
ENSMUSG00000074060	Fbxw15	4	2	0	0	0	0
ENSMUSG00000074061	Fbxw19	13.75	25.44	15.72	9.57	12.2	16.86
ENSMUSG00000074062	Fbxw16	1	0	0	0	0	1.96
ENSMUSG00000074063	Osgin1	435	335	303	322	192	43
ENSMUSG00000074064	Mlycd	584	432	343	415	487	64
ENSMUSG00000074065	Gm10617	4	5	4	8	12	1
ENSMUSG00000074067	Gm10619	0	0	0	0	2.99	0
ENSMUSG00000074071	Fam169b	27.3	9.48	8.01	12.14	13.63	7.92
ENSMUSG00000074072	Gm10620	0	0	0	0	0	0
ENSMUSG00000074088	Snrnp40	397.92	292.82	350.92	382.75	409.94	68
ENSMUSG00000074092	Gm6181	0	0	0	0	0	0
ENSMUSG00000074093	Svip	135	283	334	184	148	33
ENSMUSG00000074102	Rbm15b	1350.87	784.21	905.35	1297.52	1054.86	188.11
ENSMUSG00000074108	Rpl10-ps2	6.23	1.56	0	0.88	0	1.28
ENSMUSG00000074109	Mrgprx2	2.06	2.97	3	6	11.07	7.76
ENSMUSG00000074111	Mrgpra9	0	0	1	0	0	0
ENSMUSG00000074113	Gm10629	2.95	1.93	0	25.15	24.84	3
ENSMUSG00000074115	Saa1	0	0	0	0	0	0
ENSMUSG00000074121	Ntf5	126	119.39	165.01	59.63	45	15.01
ENSMUSG00000074123	7420426K07Rik	0	0	0	0	0	2
ENSMUSG00000074127	Cmtm2a	2.06	1	1	2	1.01	0
ENSMUSG00000074128	Gm10631	4.32	10.29	5.99	7.02	5.04	0
ENSMUSG00000074129	Rpl13a	15106.14	12601.06	14761.17	15454.77	16071.2	2407
ENSMUSG00000074136	4930513N10Rik	10	3	4.01	7	10.11	2.28
ENSMUSG00000074139	1700057G04Rik	5	31.69	16.9	14.99	12.98	5.93
ENSMUSG00000074141	Il4i1	85	47	89.03	114	114	11
ENSMUSG00000074146	4930579C12Rik	21.18	4.48	1.07	0	0	0
ENSMUSG00000074149	Gm10634	16.35	10.67	9.93	14	3	0
ENSMUSG00000074151	Nlrc5	124	58	44	66	40	12
ENSMUSG00000074155	Klk5	0	0	0	0	0	0
ENSMUSG00000074156	Ces1h	0	0	0	0	3.05	0
ENSMUSG00000074158	9830147E19Rik	165.1	220.44	251.24	101.74	107.75	26.2
ENSMUSG00000074164	Vmn2r-ps54	2	8.01	9.56	4.81	6.32	9.09
ENSMUSG00000074165	Zfp788	253.02	284.58	312.75	203.56	276.93	47
ENSMUSG00000074166	AW146154	137.56	174.82	186.91	156.48	159.49	46.4
ENSMUSG00000074170	Plekhf1	71	32	41	13	6	4
ENSMUSG00000074171	Gm6658	0	1	1	0	1	0
ENSMUSG00000074178	Gm10638	6	4	4	3	3	0
ENSMUSG00000074179	Gm10639	0	1.35	2.01	98.99	154.89	9.83
ENSMUSG00000074182	Znhit6	81	57	60	63	45	8
ENSMUSG00000074183	Gsta1	50.82	24.05	40.57	11444.51	20930.98	2473.07
ENSMUSG00000074184	Smt3h2-ps2	0	0	0	0	0	0
ENSMUSG00000074194	Zfp791	156	91	99	39	30	8
ENSMUSG00000074195	Clca4b	0	0	0	0	0	1
ENSMUSG00000074196	Clca4c-ps	1.03	0	1.03	0	2.02	3.01
ENSMUSG00000074199	Krtdap	4	6	3	3	3	8
ENSMUSG00000074203	G430095P16Rik	6	7	2	6	0	0
ENSMUSG00000074206	Adh6b	0	1.99	0	2	2	3.04
ENSMUSG00000074207	Adh1	96	13	20	105	132	43
ENSMUSG00000074210	E130208F15Rik	6	7	8	6	2	2
ENSMUSG00000074211	Sdhaf1	156.13	153.94	127.74	103.32	135.03	26.21
ENSMUSG00000074212	Dnajb14	1014.33	923.4	901.71	792.23	766	153.09
ENSMUSG00000074213	Gm10642	6	0	2	12	17	0
ENSMUSG00000074215	Gm10643	31	43.7	31.99	29.2	32.92	7.95
ENSMUSG00000074217	2210011C24Rik	125	55	45	20	31	8
ENSMUSG00000074218	Cox7a1	17	9	17	17	13	0
ENSMUSG00000074219	Gm10644	16	21	15	3	3	1
ENSMUSG00000074220	Zfp382	32	7	13	5	2	0
ENSMUSG00000074221	Zfp568	1298.21	678.12	758.99	833.2	685.65	128.01
ENSMUSG00000074224	4932431P20Rik	1	0.9	1	0	0	7
ENSMUSG00000074227	Spint2	3241	1947.34	2877.38	9045.08	7458	1448
ENSMUSG00000074228	Gm10645	10	5	1	0	6	0
ENSMUSG00000074232	Gm10647	9.93	33.55	8.7	6.46	9.9	2.13
ENSMUSG00000074235	Gm10649	0	2	1	1	4	0
ENSMUSG00000074236	Gm9387	0	0	0	0	0	2.5
ENSMUSG00000074237	Gm10650	0	0	0	0	0	0
ENSMUSG00000074238	Ap1ar	788.06	828.18	886.07	902.74	893.01	161.19
ENSMUSG00000074240	Cib3	0	0	0	18	13	2
ENSMUSG00000074243	Gm10651	10.99	20.76	0	0	0	0
ENSMUSG00000074247	Dda1	526.94	350.95	340	503	490	96.03
ENSMUSG00000074248	4930432M17Rik	0	0	0	0	0	0
ENSMUSG00000074250	Gm10653	6.8	10.43	1.23	1.34	4.2	0
ENSMUSG00000074252	Gm10654	2	3	1.02	1.16	0	1
ENSMUSG00000074254	Cyp2a4	0	0	0	0	0	0
ENSMUSG00000074256	Gm10655	2	3	16	4	5	2
ENSMUSG00000074259	Gramd2	1624	1365.59	844.98	154	166	34
ENSMUSG00000074261	Erich4	0	0	0	0	0	0
ENSMUSG00000074264	Amy1	42.41	98.48	46.25	15.97	13.29	6.04
ENSMUSG00000074268	Amy2a5	8.46	16.06	2.25	10.23	8.96	6.81
ENSMUSG00000074269	Rec114	4	0	2	2	1	2
ENSMUSG00000074272	Ceacam1	1830.23	1474.57	1695	2824.44	3089.26	336.75
ENSMUSG00000074274	D930028M14Rik	1	0	0	90	152	13
ENSMUSG00000074277	Phldb3	142	63	59	211	201	35
ENSMUSG00000074280	Gm6166	2984.1	3768.99	37.85	0	552.86	84.79
ENSMUSG00000074281	Gm12522	3	2	0	0	0	1
ENSMUSG00000074282	Zfp94	49.24	48.18	32.43	30.59	53.38	10.96
ENSMUSG00000074283	Zfp109	62.89	48.66	82.23	52.85	54.15	11.15
ENSMUSG00000074284	Gm10658	2	5	1	5	5	0
ENSMUSG00000074291	Vmn1r168	0	0	0	0	0	0
ENSMUSG00000074292	Gm10660	127.54	143.98	119.04	94.03	78.92	132.96
ENSMUSG00000074300	BC030870	12.04	14.64	10.02	545.4	685.91	118.29
ENSMUSG00000074302	Gm10663	0	0	0	0	0	0
ENSMUSG00000074305	Peak1	669.83	327.03	378.14	683	597	103
ENSMUSG00000074311	Vmn1r139	0	0	2	0	0	0
ENSMUSG00000074322	Vmn1r132	0	0	0	0	0	0
ENSMUSG00000074336	Apoc4	2	1	0	0	0	0
ENSMUSG00000074340	Ovgp1	86.55	167.59	101.67	21.7	24.44	4.02
ENSMUSG00000074342	I830077J02Rik	201.46	17.08	18.99	10.29	9.04	3
ENSMUSG00000074343	Gldnos	0	0	0	0	0	2
ENSMUSG00000074344	Tmigd3	16.12	35	39	20	8	6
ENSMUSG00000074345	Tnfaip8l3	27	78	77.11	33	24	12
ENSMUSG00000074346	Kcnd3os	0	0	0	0	0	2
ENSMUSG00000074354	Arhgap20os	1	3	2	1	1	0
ENSMUSG00000074355	Gm10676	10.57	6.02	0	0	0	2
ENSMUSG00000074357	AA386476	11.02	16.99	12.04	12.01	9.04	2.98
ENSMUSG00000074358	Ccdc61	107	48	55	106	105	18
ENSMUSG00000074359	Psg23	10.89	6.8	4.23	27.03	19.59	9.13
ENSMUSG00000074361	C5ar2	301.1	355.96	419.3	37.17	23.41	10.12
ENSMUSG00000074364	Ehd2	1971.21	708.78	815.1	353.61	273	60
ENSMUSG00000074365	Crxos	0	0	0	0	2.73	0
ENSMUSG00000074366	Obox5	0	5.66	2.07	0	1	5.49
ENSMUSG00000074369	Obox2	0	2.05	0	0	1.98	1
ENSMUSG00000074373	Gm10680	0	0	0	0	0	0
ENSMUSG00000074375	Sult2a3	1	0	1	1	6	1
ENSMUSG00000074377	Sult2a4	0	0	0	0	0	0
ENSMUSG00000074378	Bsph1	0	0	0	0	0	0
ENSMUSG00000074384	AI429214	22.37	37.24	39	23.6	14.56	5.38
ENSMUSG00000074385	Gm10684	0	0	0	0	0	1
ENSMUSG00000074388	Gm5544	3	3	4	2	1	0
ENSMUSG00000074397	Foxr1	9.23	7.31	3.4	3.64	0	2.13
ENSMUSG00000074398	Gm15441	11.7	22.36	6	18.37	17	3.19
ENSMUSG00000074401	Vmn1r59	0	0	0	0	0	0
ENSMUSG00000074402	Vmn1r55	0	0	0	0	0	0
ENSMUSG00000074403	Hist2h3b	243.73	80.34	323.77	149.21	157.6	25.9
ENSMUSG00000074404	Gm1698	0	0	0	0	0	0
ENSMUSG00000074405	Zfp865	140.98	60	66	115	105	21
ENSMUSG00000074406	Zfp628	98	31	33	63	61	12
ENSMUSG00000074412	Gm10689	0	0	1	0	0.47	0
ENSMUSG00000074415	2610203C20Rik	4	1	3	3	6	5
ENSMUSG00000074417	Gm14548	100.21	3.52	3.35	34.3	14.16	0
ENSMUSG00000074418	Gm15930	0	0	0	0	0	0
ENSMUSG00000074419	Gm15448	85.39	1.14	0	0	0	5.15
ENSMUSG00000074420	Gm10693	0	0	0	0	0	0
ENSMUSG00000074424	Gm10696	0	0	0	0	0	3.53
ENSMUSG00000074433	Lce3e	1	0	0	3.24	0	1
ENSMUSG00000074434	Gm6696	0	0	0	0	0	0
ENSMUSG00000074435	Smcp	0	0	0	0	0	0
ENSMUSG00000074436	Defa-ps18	0	0	0	0	0	0
ENSMUSG00000074437	Defa-rs1	0	0	0	0	0	0
ENSMUSG00000074439	Defa5	0	0	0	0	0	0
ENSMUSG00000074440	Defa3	0	0	0	0	0	0
ENSMUSG00000074441	Gm15292	0	0	0	0	0	0
ENSMUSG00000074442	Defa-rs7	0	0	0	0	0	0
ENSMUSG00000074443	Defa22	0	0	0	0	0	0
ENSMUSG00000074444	Gm15284	0	0	0	0	0	0
ENSMUSG00000074445	Sprr2a3	15.65	14.01	15.49	666.37	674.51	71.74
ENSMUSG00000074446	Defa23	0	0	0	0	0	0
ENSMUSG00000074447	Defa21	0	0	0	0	0	0
ENSMUSG00000074448	Gm5615	8.88	11.79	14.74	26.78	15.17	5.9
ENSMUSG00000074449	Gm15319	46.74	62.42	32.54	3.27	16.83	21.32
ENSMUSG00000074452	Pate2	1.99	11.97	6.66	3.39	15.19	2.96
ENSMUSG00000074454	Defb33	0	0	0	0	0	0
ENSMUSG00000074457	S100a16	807	449	581	803	893	108
ENSMUSG00000074461	Gm10699	13.49	14.85	7.72	8.67	9.58	10.83
ENSMUSG00000074465	Gm10701	0	0	0	2	0	0
ENSMUSG00000074466	Gm15417	40.28	56.69	74.92	56.76	49.47	5.59
ENSMUSG00000074467	Gm10702	1	0	3	0	1	0
ENSMUSG00000074469	Gm15348	0	0.69	0	1.98	0	1.75
ENSMUSG00000074472	Zfp872	16.86	19.43	49.11	22.54	5.54	6.02
ENSMUSG00000074473	A230072I06Rik	0	1	0	0	0	1
ENSMUSG00000074476	Spc24	66.07	59.76	124.88	40.17	41.59	7
ENSMUSG00000074479	Gm10704	352.57	415.21	348.79	530.44	522.19	90.61
ENSMUSG00000074480	Mex3a	123.95	42.09	68.27	46	21.34	7
ENSMUSG00000074482	Gm16589	0	0	0	0	6.41	0
ENSMUSG00000074483	Bglap	1.14	0	0	0	0	0
ENSMUSG00000074485	Gm7381	0	0	0	0	0	0
ENSMUSG00000074486	Bglap2	0	0	0	4.73	0	1.56
ENSMUSG00000074489	Bglap3	24.85	14.02	21.27	578.08	642.77	99.87
ENSMUSG00000074491	Clec4g	0	0	0	0	0	1
ENSMUSG00000074497	A430078G23Rik	14.68	5.48	13.98	36.5	42.29	21.33
ENSMUSG00000074500	Zfp558	22	22	22	13	22	5
ENSMUSG00000074501	Gm5612	0	0	0	0	0	0.22
ENSMUSG00000074502	Ubtfl1	6.81	8.5	17.67	2.99	5.3	4.62
ENSMUSG00000074505	Fat3	21	14	24	15	10	12
ENSMUSG00000074506	Gm10705	173.5	155.9	221.75	201.33	196.16	68.79
ENSMUSG00000074507	Gm14340	56.4	103.39	80.28	64.71	67.47	67.74
ENSMUSG00000074508	Gm10706	4	2	12	0	1.01	1.83
ENSMUSG00000074513	Arfip1	1204.53	1229.04	1395.14	1335.95	1513.02	248
ENSMUSG00000074516	Gm10709	0	468.69	321.64	161.31	267.46	28.07
ENSMUSG00000074517	Gm10710	0	0	0	0	0	0
ENSMUSG00000074519	Etohi1	171.52	199.41	201.28	176.2	147.08	22.69
ENSMUSG00000074521	Gm14327	26.32	16.85	5.67	0	0	0
ENSMUSG00000074527	Gm14296	379.9	532.85	563.27	439.8	418.05	146.91
ENSMUSG00000074529	C330013J21Rik	31.43	39.19	42.78	27.58	33.83	10.72
ENSMUSG00000074547	Rps8-ps4	7.79	0	0	0	0	0
ENSMUSG00000074553	Eif1-ps1	0	0	0	0	0	0
ENSMUSG00000074555	Gm10714	0	0	0	0	0	1
ENSMUSG00000074564	Gm10720	0	0	0	0	0	0
ENSMUSG00000074569	Gcnt7	0	0	0	0	0	1
ENSMUSG00000074570	Cass4	149.24	105.94	73.02	66.15	72.52	16.01
ENSMUSG00000074575	Kcng1	0	0	0	0	0	0
ENSMUSG00000074576	Mocs3	92	46	66	79	122	12
ENSMUSG00000074577	Fam65c	9	6	3	5	1	2
ENSMUSG00000074578	Zfas1	1008.17	918.68	1017	806.13	770.02	104.11
ENSMUSG00000074579	Lekr1	37	40	52	13	30.35	12
ENSMUSG00000074580	4931440P22Rik	29.24	33.02	23.09	30.83	23.05	17.45
ENSMUSG00000074582	Arfgef2	3394	2816.67	2454.95	1383	1181.94	238
ENSMUSG00000074589	4930449A18Rik	1	0	0	0	0	4.99
ENSMUSG00000074591	Ankub1	11.09	11.98	9.52	5.18	1.99	10.65
ENSMUSG00000074593	Spint5	0	0	0	0	0	0
ENSMUSG00000074594	Wfdc9	0	0	0	0	0	1
ENSMUSG00000074595	Wfdc6a	1	0	0	0	0	0
ENSMUSG00000074596	Spint3	1	0	1	0	0	1.72
ENSMUSG00000074603	Gm10729	0	0	0	0	1	0
ENSMUSG00000074604	Mgst2	185.23	334.22	279.19	1369.33	1690.66	292.57
ENSMUSG00000074607	Tox2	4.02	7.07	4.29	5.25	1.03	0.73
ENSMUSG00000074619	1700034I23Rik	4.84	8.47	2.42	3.63	6.05	0
ENSMUSG00000074620	Gm10731	41.92	8.61	18.88	42.77	56.09	6.94
ENSMUSG00000074622	Mafb	145.2	45.64	44.51	51.17	20.02	9.26
ENSMUSG00000074623	Gm826	0	0	1	1	0	0
ENSMUSG00000074625	Arhgap40	124	33	41.06	487	627	111
ENSMUSG00000074627	Mroh8	4.97	10.53	6.3	0	4.03	2.34
ENSMUSG00000074628	Tldc2	0	3.02	0	1	1	0
ENSMUSG00000074629	4930518I15Rik	12	13	12	3	6.6	1
ENSMUSG00000074634	Gm7120	36.3	39.18	16.02	37.62	27.1	13.32
ENSMUSG00000074635	3110070M22Rik	7	3	2	6	3	1
ENSMUSG00000074637	Sox2	27	17	49	1	4	1
ENSMUSG00000074639	BC089597	3	7.21	4	2.23	1.15	2.06
ENSMUSG00000074643	Cpne1	1037.45	394.49	336.16	253.03	302.2	64.81
ENSMUSG00000074646	6430550D23Rik	14	23.4	30.08	13.51	14.91	4
ENSMUSG00000074647	Fam83c	1.02	1.04	1.57	4.81	13.37	8.62
ENSMUSG00000074649	BC029722	298	213	216	228	276	48
ENSMUSG00000074650	Gm10735	1	2	6	0	0	0
ENSMUSG00000074651	Mcidas	10.11	10.8	16.36	2.11	2.67	2.7
ENSMUSG00000074652	Myh7b	1	1	0	1	2	3
ENSMUSG00000074653	Lrrc31	3.61	6.9	8.22	413.63	461.35	82.03
ENSMUSG00000074655	Gm1527	0	0	0	0	0	0
ENSMUSG00000074656	Eif2s2	1736.4	1710.75	2120.2	1585.86	1498.62	252.76
ENSMUSG00000074657	Kif5a	14	6	3	7	0	2
ENSMUSG00000074664	A830092H15Rik	0	0	0	0	0	0
ENSMUSG00000074665	Bpifb4	0	0	0	3	2	2
ENSMUSG00000074671	Tspyl3	27	10.06	17	5	2	3
ENSMUSG00000074673	Ttll9	6	0.16	3	0	0	0
ENSMUSG00000074676	Foxs1	2	0	0	0	0	0
ENSMUSG00000074677	Sirpb1c	1016.38	83.81	23.17	78.5	1.98	7.07
ENSMUSG00000074678	Defb25	0	0	0	0	0	0
ENSMUSG00000074679	Defb28	0	0	0	0	0	0
ENSMUSG00000074680	Defb26	0	0	0	0	0	0
ENSMUSG00000074681	Defb23	0	0	0	0	0	0
ENSMUSG00000074682	Zcchc3	71	57	56	13.46	11	3
ENSMUSG00000074695	Il22	0	0	0	0	0	0
ENSMUSG00000074698	Csnk2a1	3172.88	2859.08	3244.91	2274.68	2249.82	485.64
ENSMUSG00000074704	Rad21l	0	0	0	3	5	0
ENSMUSG00000074715	Ccl28	4.98	3.19	11.03	887.03	923.74	119.76
ENSMUSG00000074731	Zfp345	7.13	17.37	13.53	8.48	11.76	4.24
ENSMUSG00000074733	Zfp950	204.43	369.25	409.15	305.82	280.84	79.25
ENSMUSG00000074734	4933416C03Rik	1.94	0	0	0	0.98	0
ENSMUSG00000074735	Gm21994	41.64	48.96	49.29	46.76	37.44	14.17
ENSMUSG00000074736	Syndig1	1	0	0	0	1	0
ENSMUSG00000074737	C530025M09Rik	0	0	0	0	0	0
ENSMUSG00000074738	B930041F14Rik	0.04	20	0.04	119	0.86	0.22
ENSMUSG00000074739	Gm10750	1.12	0	0	0	0	1
ENSMUSG00000074743	Thbd	1115	63	112.99	145	17	31
ENSMUSG00000074746	Pdzd8	2313	1400.89	1403	1873.31	1550.17	308
ENSMUSG00000074748	Atxn7l3b	1700.1	1213.63	1595.51	1449	1607.06	290.01
ENSMUSG00000074749	Kiz	1219	2254.42	1713	646	748	199
ENSMUSG00000074753	Gm14092	0	0	0	0	0	0
ENSMUSG00000074754	Gm561	82	110	104	93	94	21
ENSMUSG00000074758	Gm5535	1	0	0	0	2	0
ENSMUSG00000074763	Macrod2os2	0	0	0	0	0	0
ENSMUSG00000074764	Sel1l2	0	0	0	0	0	0
ENSMUSG00000074766	Ism1	125	13	22	11	6	2
ENSMUSG00000074768	Bhmt	0	0	0	0.82	0	0
ENSMUSG00000074771	Ankef1	5	7	8	7	5.95	2
ENSMUSG00000074776	Gm10754	0	0	0	0	0	0
ENSMUSG00000074780	Anapc15-ps	0	0	0	0	0	0
ENSMUSG00000074781	Ube2n	929.2	809.27	1072.68	920.24	916.87	183.82
ENSMUSG00000074782	4833422C13Rik	9	11.93	9.64	1.86	1	11.6
ENSMUSG00000074783	AU019990	1.95	17.24	15.04	3.05	1.32	2.5
ENSMUSG00000074785	Plxnc1	610	95	116	74	41	15
ENSMUSG00000074793	Hspa12b	47.46	6	9.22	13.3	2	3.6
ENSMUSG00000074794	Arrdc3	1643.89	3714.94	3479.79	1025	1932.06	274
ENSMUSG00000074796	Slc4a11	261.95	36	27.2	60	40	5
ENSMUSG00000074797	Itpa	550.75	394.4	528.84	444.73	384	67
ENSMUSG00000074800	Gm4149	31.88	0	0	16.2	19.78	0
ENSMUSG00000074802	Gas2l3	279.53	78.54	164.87	136.91	93.53	44.55
ENSMUSG00000074804	AU015228	0	0	0	0	0	1.07
ENSMUSG00000074805	Il1bos	20.14	29.25	18.11	30.09	29.18	20.28
ENSMUSG00000074807	Gm10762	54	66	76	26	11	6
ENSMUSG00000074811	Hps6	174	76	82	96	132	34
ENSMUSG00000074812	Spdye4c	0	0	0	0	0	0
ENSMUSG00000074813	Gm14005	61	9	13	35	34	3
ENSMUSG00000074817	Papolb	26.1	33.19	37.14	10.09	2.02	0
